Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Full_Address,Coords
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AEROPUERTO,TEXACO,1 AVENIDA 1-10 ZONA 10 GUATEMALA,REGULAR,36.5,A,"1 AVENIDA 1-10 ZONA 10 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AEROPUERTO,TEXACO,1 AVENIDA 1-10 ZONA 10 GUATEMALA,SUPER,37.2,A,"1 AVENIDA 1-10 ZONA 10 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALAMEDA PALMIRA,SHELL,1 AVENIDA 1-10 ZONA 7 GUATEMALA,DIESEL,35.15,A,"1 AVENIDA 1-10 ZONA 7 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALAMEDA PALMIRA,SHELL,1 AVENIDA 1-10 ZONA 7 GUATEMALA,REGULAR,35.17,A,"1 AVENIDA 1-10 ZONA 7 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALAMEDA PALMIRA,SHELL,1 AVENIDA 1-10 ZONA 7 GUATEMALA,SUPER,36.14,A,"1 AVENIDA 1-10 ZONA 7 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALCARAVAN YOPAL,SHELL,1 AVENIDA 1-10 ZONA 9 GUATEMALA,DIESEL,37.5,A,"1 AVENIDA 1-10 ZONA 9 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALCARAVAN YOPAL,SHELL,1 AVENIDA 1-10 ZONA 9 GUATEMALA,REGULAR,34.16,A,"1 AVENIDA 1-10 ZONA 9 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALCARAVAN YOPAL,SHELL,1 AVENIDA 1-10 ZONA 9 GUATEMALA,SUPER,36.75,A,"1 AVENIDA 1-10 ZONA 9 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALTO DE GUALANDAY,UNO,1 AVENIDA 1-11 ZONA 16 GUATEMALA,DIESEL,33.9,A,"1 AVENIDA 1-11 ZONA 16 GUATEMALA, GUATEMALA","(14.64945, -90.89139)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALTO DE GUALANDAY,UNO,1 AVENIDA 1-11 ZONA 16 GUATEMALA,REGULAR,35.15,A,"1 AVENIDA 1-11 ZONA 16 GUATEMALA, GUATEMALA","(14.64945, -90.89139)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ALTO DE GUALANDAY,UNO,1 AVENIDA 1-11 ZONA 16 GUATEMALA,SUPER,35.17,A,"1 AVENIDA 1-11 ZONA 16 GUATEMALA, GUATEMALA","(14.64945, -90.89139)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMERICAS PASTO,SHELL,1 AVENIDA 1-11 ZONA 19 GUATEMALA,DIESEL,36.5,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMERICAS PASTO,SHELL,1 AVENIDA 1-11 ZONA 19 GUATEMALA,DIESEL,36.5,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMIJA,UNO,1 AVENIDA 1-11 ZONA 19 GUATEMALA,DIESEL,33.14,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMIJA,UNO,1 AVENIDA 1-11 ZONA 19 GUATEMALA,DIESEL,33.14,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMERICAS PASTO,SHELL,1 AVENIDA 1-11 ZONA 19 GUATEMALA,REGULAR,33.9,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMERICAS PASTO,SHELL,1 AVENIDA 1-11 ZONA 19 GUATEMALA,REGULAR,33.9,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMIJA,UNO,1 AVENIDA 1-11 ZONA 19 GUATEMALA,REGULAR,33.14,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMIJA,UNO,1 AVENIDA 1-11 ZONA 19 GUATEMALA,REGULAR,33.14,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMERICAS PASTO,SHELL,1 AVENIDA 1-11 ZONA 19 GUATEMALA,SUPER,34.9,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMERICAS PASTO,SHELL,1 AVENIDA 1-11 ZONA 19 GUATEMALA,SUPER,34.9,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMIJA,UNO,1 AVENIDA 1-11 ZONA 19 GUATEMALA,SUPER,35.17,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AMIJA,UNO,1 AVENIDA 1-11 ZONA 19 GUATEMALA,SUPER,35.17,A,"1 AVENIDA 1-11 ZONA 19 GUATEMALA, GUATEMALA","(14.46466, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ANA MARIA,UNO,1 AVENIDA 1-12 ZONA 21 GUATEMALA,DIESEL,34.72,A,"1 AVENIDA 1-12 ZONA 21 GUATEMALA, GUATEMALA","(14.4654, -90.4402)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ANA MARIA,UNO,1 AVENIDA 1-12 ZONA 21 GUATEMALA,REGULAR,34.9,A,"1 AVENIDA 1-12 ZONA 21 GUATEMALA, GUATEMALA","(14.4654, -90.4402)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ANA MARIA,UNO,1 AVENIDA 1-12 ZONA 21 GUATEMALA,SUPER,35.17,A,"1 AVENIDA 1-12 ZONA 21 GUATEMALA, GUATEMALA","(14.4654, -90.4402)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ANA TERESA N.3,DON ARTURO,1 AVENIDA 1-12 ZONA 3 GUATEMALA,DIESEL,36.75,A,"1 AVENIDA 1-12 ZONA 3 GUATEMALA, GUATEMALA","(14.53749, -91.68291)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ANA TERESA N.3,DON ARTURO,1 AVENIDA 1-12 ZONA 3 GUATEMALA,REGULAR,34.16,A,"1 AVENIDA 1-12 ZONA 3 GUATEMALA, GUATEMALA","(14.53749, -91.68291)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ANA TERESA N.3,DON ARTURO,1 AVENIDA 1-12 ZONA 3 GUATEMALA,SUPER,33.9,A,"1 AVENIDA 1-12 ZONA 3 GUATEMALA, GUATEMALA","(14.53749, -91.68291)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARAUCA,DON ARTURO,1 AVENIDA 1-12 ZONA 5 GUATEMALA,DIESEL,33.75,A,"1 AVENIDA 1-12 ZONA 5 GUATEMALA, GUATEMALA","(14.99088, -89.72029)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARAUCA,DON ARTURO,1 AVENIDA 1-12 ZONA 5 GUATEMALA,REGULAR,37.2,A,"1 AVENIDA 1-12 ZONA 5 GUATEMALA, GUATEMALA","(14.99088, -89.72029)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARAUCA,DON ARTURO,1 AVENIDA 1-12 ZONA 5 GUATEMALA,SUPER,35.17,A,"1 AVENIDA 1-12 ZONA 5 GUATEMALA, GUATEMALA","(14.99088, -89.72029)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARAZUL PICALEA,SHELL,1 AVENIDA 1-12 ZONA 9 GUATEMALA,DIESEL,36.5,A,"1 AVENIDA 1-12 ZONA 9 GUATEMALA, GUATEMALA","(14.46467, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARAZUL PICALEA,SHELL,1 AVENIDA 1-12 ZONA 9 GUATEMALA,REGULAR,33.75,A,"1 AVENIDA 1-12 ZONA 9 GUATEMALA, GUATEMALA","(14.46467, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARAZUL PICALEA,SHELL,1 AVENIDA 1-12 ZONA 9 GUATEMALA,SUPER,37.2,A,"1 AVENIDA 1-12 ZONA 9 GUATEMALA, GUATEMALA","(14.46467, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARBOSERVICE,DON ARTURO,1 AVENIDA 1-14 ZONA 16 GUATEMALA,DIESEL,35.88,A,"1 AVENIDA 1-14 ZONA 16 GUATEMALA, GUATEMALA","('NA', 'NA')"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARBOSERVICE,DON ARTURO,1 AVENIDA 1-14 ZONA 16 GUATEMALA,REGULAR,37.1,A,"1 AVENIDA 1-14 ZONA 16 GUATEMALA, GUATEMALA","('NA', 'NA')"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARBOSERVICE,DON ARTURO,1 AVENIDA 1-14 ZONA 16 GUATEMALA,SUPER,34.9,A,"1 AVENIDA 1-14 ZONA 16 GUATEMALA, GUATEMALA","('NA', 'NA')"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARJONA,UNO,1 AVENIDA 1-15 ZONA 10 GUATEMALA,DIESEL,35.88,A,"1 AVENIDA 1-15 ZONA 10 GUATEMALA, GUATEMALA","(14.64397, -90.89003)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARJONA,UNO,1 AVENIDA 1-15 ZONA 10 GUATEMALA,REGULAR,34.9,A,"1 AVENIDA 1-15 ZONA 10 GUATEMALA, GUATEMALA","(14.64397, -90.89003)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARJONA,UNO,1 AVENIDA 1-15 ZONA 10 GUATEMALA,SUPER,35.88,A,"1 AVENIDA 1-15 ZONA 10 GUATEMALA, GUATEMALA","(14.64397, -90.89003)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARROYOHONDO,TEXACO,1 AVENIDA 1-17 ZONA 18 GUATEMALA,DIESEL,37.1,A,"1 AVENIDA 1-17 ZONA 18 GUATEMALA, GUATEMALA","(14.46468, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARROYOHONDO,TEXACO,1 AVENIDA 1-17 ZONA 18 GUATEMALA,REGULAR,37.2,A,"1 AVENIDA 1-17 ZONA 18 GUATEMALA, GUATEMALA","(14.46468, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ARROYOHONDO,TEXACO,1 AVENIDA 1-17 ZONA 18 GUATEMALA,SUPER,36.75,A,"1 AVENIDA 1-17 ZONA 18 GUATEMALA, GUATEMALA","(14.46468, -90.44077)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ASOPRADO,PUMA,1 AVENIDA 1-17 ZONA 21 GUATEMALA,DIESEL,34.72,A,"1 AVENIDA 1-17 ZONA 21 GUATEMALA, GUATEMALA","(14.46469, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ASOPRADO,PUMA,1 AVENIDA 1-17 ZONA 21 GUATEMALA,REGULAR,35.88,A,"1 AVENIDA 1-17 ZONA 21 GUATEMALA, GUATEMALA","(14.46469, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ASOPRADO,PUMA,1 AVENIDA 1-17 ZONA 21 GUATEMALA,SUPER,36.14,A,"1 AVENIDA 1-17 ZONA 21 GUATEMALA, GUATEMALA","(14.46469, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ASTILLEROS GUATAPE,DON ARTURO,1 AVENIDA 1-17 ZONA 7 GUATEMALA,DIESEL,36.14,A,"1 AVENIDA 1-17 ZONA 7 GUATEMALA, GUATEMALA","(14.46543, -90.44021)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ASTILLEROS GUATAPE,DON ARTURO,1 AVENIDA 1-17 ZONA 7 GUATEMALA,REGULAR,36.75,A,"1 AVENIDA 1-17 ZONA 7 GUATEMALA, GUATEMALA","(14.46543, -90.44021)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ASTILLEROS GUATAPE,DON ARTURO,1 AVENIDA 1-17 ZONA 7 GUATEMALA,SUPER,33.75,A,"1 AVENIDA 1-17 ZONA 7 GUATEMALA, GUATEMALA","(14.46543, -90.44021)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ATA ICO,DON ARTURO,1 AVENIDA 1-18 ZONA 11 GUATEMALA,DIESEL,34.9,A,"1 AVENIDA 1-18 ZONA 11 GUATEMALA, GUATEMALA","(14.46469, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ATA ICO,DON ARTURO,1 AVENIDA 1-18 ZONA 11 GUATEMALA,REGULAR,33.75,A,"1 AVENIDA 1-18 ZONA 11 GUATEMALA, GUATEMALA","(14.46469, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO ATA ICO,DON ARTURO,1 AVENIDA 1-18 ZONA 11 GUATEMALA,SUPER,37.5,A,"1 AVENIDA 1-18 ZONA 11 GUATEMALA, GUATEMALA","(14.46469, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,TEXACO,1 AVENIDA 1-18 ZONA 9 GUATEMALA,DIESEL,34.72,A,"1 AVENIDA 1-18 ZONA 9 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,TEXACO,1 AVENIDA 1-18 ZONA 9 GUATEMALA,REGULAR,33.14,A,"1 AVENIDA 1-18 ZONA 9 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,TEXACO,1 AVENIDA 1-18 ZONA 9 GUATEMALA,SUPER,35.88,A,"1 AVENIDA 1-18 ZONA 9 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO CENTRO POPAYAN,TEXACO,1 AVENIDA 1-19 ZONA 17 GUATEMALA,DIESEL,35.17,A,"1 AVENIDA 1-19 ZONA 17 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO CENTRO POPAYAN,TEXACO,1 AVENIDA 1-19 ZONA 17 GUATEMALA,REGULAR,35.15,A,"1 AVENIDA 1-19 ZONA 17 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO CENTRO POPAYAN,TEXACO,1 AVENIDA 1-19 ZONA 17 GUATEMALA,SUPER,35.88,A,"1 AVENIDA 1-19 ZONA 17 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO SERVICIO BRASILIA AV CIUDAD DE CALI,SHELL,1 AVENIDA 1-9 ZONA 17 GUATEMALA,DIESEL,34.72,A,"1 AVENIDA 1-9 ZONA 17 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO SERVICIO BRASILIA AV CIUDAD DE CALI,SHELL,1 AVENIDA 1-9 ZONA 17 GUATEMALA,REGULAR,34.72,A,"1 AVENIDA 1-9 ZONA 17 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTO SERVICIO BRASILIA AV CIUDAD DE CALI,SHELL,1 AVENIDA 1-9 ZONA 17 GUATEMALA,SUPER,37.1,A,"1 AVENIDA 1-9 ZONA 17 GUATEMALA, GUATEMALA","(14.4647, -90.44078)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO COOTRANSTOL,UNO,1 AVENIDA 1-9 ZONA 18 GUATEMALA,DIESEL,37.2,A,"1 AVENIDA 1-9 ZONA 18 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO COOTRANSTOL,UNO,1 AVENIDA 1-9 ZONA 18 GUATEMALA,REGULAR,37.5,A,"1 AVENIDA 1-9 ZONA 18 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO COOTRANSTOL,UNO,1 AVENIDA 1-9 ZONA 18 GUATEMALA,SUPER,36.5,A,"1 AVENIDA 1-9 ZONA 18 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO LAS DELICIAS,UNO,1 AVENIDA 1-9 ZONA 5 GUATEMALA,DIESEL,34.16,A,"1 AVENIDA 1-9 ZONA 5 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO LAS DELICIAS,UNO,1 AVENIDA 1-9 ZONA 5 GUATEMALA,REGULAR,34.9,A,"1 AVENIDA 1-9 ZONA 5 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO LAS DELICIAS,UNO,1 AVENIDA 1-9 ZONA 5 GUATEMALA,SUPER,37.5,A,"1 AVENIDA 1-9 ZONA 5 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SANTANA SAS,DON ARTURO,1 AVENIDA 1-9 ZONA 8 GUATEMALA,DIESEL,34.72,A,"1 AVENIDA 1-9 ZONA 8 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SANTANA SAS,DON ARTURO,1 AVENIDA 1-9 ZONA 8 GUATEMALA,REGULAR,35.17,A,"1 AVENIDA 1-9 ZONA 8 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SANTANA SAS,DON ARTURO,1 AVENIDA 1-9 ZONA 8 GUATEMALA,SUPER,34.72,A,"1 AVENIDA 1-9 ZONA 8 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,SHELL,1 AVENIDA 2-10 ZONA 14 GUATEMALA,DIESEL,33.9,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,SHELL,1 AVENIDA 2-10 ZONA 14 GUATEMALA,DIESEL,33.9,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.76045, -90.98975)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOMOTRIZ  DISTRACOM PUERTO FRASQUILLO,UNO,1 AVENIDA 2-10 ZONA 14 GUATEMALA,DIESEL,37.5,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOMOTRIZ  DISTRACOM PUERTO FRASQUILLO,UNO,1 AVENIDA 2-10 ZONA 14 GUATEMALA,DIESEL,37.5,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.76045, -90.98975)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,SHELL,1 AVENIDA 2-10 ZONA 14 GUATEMALA,REGULAR,35.15,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,SHELL,1 AVENIDA 2-10 ZONA 14 GUATEMALA,REGULAR,35.15,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.76045, -90.98975)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOMOTRIZ  DISTRACOM PUERTO FRASQUILLO,UNO,1 AVENIDA 2-10 ZONA 14 GUATEMALA,REGULAR,36.75,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOMOTRIZ  DISTRACOM PUERTO FRASQUILLO,UNO,1 AVENIDA 2-10 ZONA 14 GUATEMALA,REGULAR,36.75,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.76045, -90.98975)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,SHELL,1 AVENIDA 2-10 ZONA 14 GUATEMALA,SUPER,34.9,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOCENTRO SOACHA,SHELL,1 AVENIDA 2-10 ZONA 14 GUATEMALA,SUPER,34.9,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.76045, -90.98975)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO AUTOMOTRIZ  DISTRACOM PUERTO FRASQUILLO,UNO,1 AVENIDA 2-10 ZONA 14 GUATEMALA,SUPER,36.5,A,"1 AVENIDA 2-10 ZONA 14 GUATEMALA, GUATEMALA","(14.46466, -90.44076)"
